epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,65.9197,0.353,0.43799,0.83785,0.99724,1,0.995,0.94487,0.36898,0.29896,0.96338,0.0009704,0.0009704,0.0009704
54,67.0554,0.35329,0.42194,0.83744,0.99717,1,0.995,0.93878,0.36053,0.29188,0.96353,0.0009506,0.0009506,0.0009506
55,68.1738,0.35011,0.4078,0.84397,0.99718,1,0.995,0.92053,0.37649,0.30966,0.96882,0.0009308,0.0009308,0.0009308
56,69.636,0.33685,0.41029,0.83322,0.99718,1,0.995,0.91545,0.3693,0.40543,0.97084,0.000911,0.000911,0.000911
57,70.7675,0.3824,0.40984,0.82528,0.9972,1,0.995,0.8989,0.39465,0.43377,0.97345,0.0008912,0.0008912,0.0008912
58,71.8802,0.33511,0.40833,0.83088,0.99716,1,0.995,0.87955,0.40335,0.4244,0.97378,0.0008714,0.0008714,0.0008714
59,73.0168,0.34801,0.39302,0.85597,0.99715,1,0.995,0.89167,0.37609,0.41415,0.96988,0.0008516,0.0008516,0.0008516
60,74.178,0.3674,0.41045,0.85453,0.99712,1,0.995,0.91151,0.3984,0.37171,0.97021,0.0008318,0.0008318,0.0008318
61,75.3142,0.34023,0.38843,0.83317,0.9971,1,0.995,0.91282,0.40391,0.37662,0.96976,0.000812,0.000812,0.000812
62,76.4431,0.35368,0.40011,0.82746,0.99703,1,0.995,0.9317,0.3649,0.34994,0.96561,0.0007922,0.0007922,0.0007922
63,77.6077,0.3291,0.38812,0.82535,0.99704,1,0.995,0.93421,0.33657,0.28305,0.96559,0.0007724,0.0007724,0.0007724
64,78.8557,0.34729,0.39686,0.83911,0.99713,1,0.995,0.86896,0.43454,0.29596,0.97527,0.0007526,0.0007526,0.0007526
65,80.2268,0.32858,0.37363,0.81642,0.99709,1,0.995,0.93215,0.43483,0.29721,0.97505,0.0007328,0.0007328,0.0007328
66,81.353,0.32824,0.39108,0.80249,0.99708,1,0.995,0.93645,0.393,0.33484,0.97163,0.000713,0.000713,0.000713
67,82.4814,0.30896,0.36391,0.80696,0.9971,1,0.995,0.94473,0.35378,0.36673,0.96744,0.0006932,0.0006932,0.0006932
68,83.6302,0.29442,0.34566,0.82662,0.99712,1,0.995,0.94719,0.34119,0.37785,0.96543,0.0006734,0.0006734,0.0006734
69,84.7494,0.33176,0.40758,0.80286,0.99715,1,0.995,0.94154,0.34962,0.4053,0.96519,0.0006536,0.0006536,0.0006536
70,85.8734,0.34946,0.39274,0.83428,0.99715,1,0.995,0.9298,0.35176,0.41207,0.96438,0.0006338,0.0006338,0.0006338
71,87.0211,0.32909,0.35993,0.83416,0.99716,1,0.995,0.92953,0.34627,0.41184,0.96551,0.000614,0.000614,0.000614
72,88.2067,0.29423,0.35466,0.83394,0.99716,1,0.995,0.93872,0.34055,0.35585,0.96388,0.0005942,0.0005942,0.0005942
73,89.3763,0.30052,0.34876,0.8199,0.99717,1,0.995,0.92729,0.37951,0.33936,0.96545,0.0005744,0.0005744,0.0005744
74,90.5122,0.34611,0.3733,0.85057,0.99716,1,0.995,0.90532,0.3996,0.32696,0.96813,0.0005546,0.0005546,0.0005546
75,91.6649,0.336,0.35587,0.82025,0.99719,1,0.995,0.89864,0.40979,0.29817,0.97308,0.0005348,0.0005348,0.0005348
76,92.8439,0.34341,0.35261,0.82131,0.99717,1,0.995,0.89813,0.39275,0.23935,0.97534,0.000515,0.000515,0.000515
77,94.0417,0.32798,0.34003,0.82179,0.99714,1,0.995,0.9109,0.36422,0.21883,0.9716,0.0004952,0.0004952,0.0004952
78,95.7418,0.29713,0.32838,0.83673,0.99714,1,0.995,0.92643,0.35128,0.23634,0.96778,0.0004754,0.0004754,0.0004754
79,96.8755,0.30669,0.33553,0.817,0.9971,1,0.995,0.91149,0.35939,0.26518,0.96616,0.0004556,0.0004556,0.0004556
80,98.0401,0.32871,0.36767,0.848,0.99711,1,0.995,0.91537,0.35189,0.24387,0.96398,0.0004358,0.0004358,0.0004358
81,99.2173,0.29733,0.34542,0.8279,0.99717,1,0.995,0.92818,0.34211,0.23657,0.9631,0.000416,0.000416,0.000416
82,100.543,0.31473,0.33451,0.81828,0.99715,1,0.995,0.92713,0.34155,0.22807,0.96449,0.0003962,0.0003962,0.0003962
83,101.635,0.27925,0.32222,0.853,0.99717,1,0.995,0.92596,0.34221,0.23374,0.96627,0.0003764,0.0003764,0.0003764
84,103.092,0.3161,0.34033,0.84283,0.99721,1,0.995,0.9057,0.34278,0.22005,0.96682,0.0003566,0.0003566,0.0003566
85,104.441,0.27955,0.32304,0.85286,0.99721,1,0.995,0.90995,0.33565,0.21022,0.9657,0.0003368,0.0003368,0.0003368
86,105.719,0.32087,0.33885,0.82339,0.99725,1,0.995,0.92598,0.33171,0.21788,0.96505,0.000317,0.000317,0.000317
87,107.179,0.30542,0.31355,0.83029,0.99724,1,0.995,0.92677,0.32684,0.22832,0.96421,0.0002972,0.0002972,0.0002972
88,108.745,0.2694,0.31041,0.82786,0.99728,1,0.995,0.92715,0.33358,0.25068,0.96377,0.0002774,0.0002774,0.0002774
89,110.283,0.27347,0.29026,0.80556,0.99725,1,0.995,0.93217,0.3338,0.27668,0.96353,0.0002576,0.0002576,0.0002576
90,111.629,0.306,0.31239,0.83461,0.99728,1,0.995,0.93505,0.33369,0.297,0.96381,0.0002378,0.0002378,0.0002378
91,119.362,0.25676,0.32372,0.8021,0.99728,1,0.995,0.9362,0.33205,0.31108,0.96342,0.000218,0.000218,0.000218
92,120.747,0.24507,0.31342,0.77881,0.99724,1,0.995,0.92874,0.32445,0.29807,0.96336,0.0001982,0.0001982,0.0001982
93,122.03,0.23798,0.30921,0.77373,0.99723,1,0.995,0.93438,0.32565,0.28592,0.96282,0.0001784,0.0001784,0.0001784
94,123.327,0.25078,0.31927,0.7699,0.99722,1,0.995,0.92976,0.32898,0.2765,0.96314,0.0001586,0.0001586,0.0001586
95,124.586,0.23051,0.29843,0.78219,0.99723,1,0.995,0.92197,0.32889,0.27454,0.96287,0.0001388,0.0001388,0.0001388
96,125.862,0.25097,0.30499,0.77519,0.99725,1,0.995,0.92309,0.32634,0.27002,0.96246,0.000119,0.000119,0.000119
97,127.053,0.23153,0.29824,0.744,0.99727,1,0.995,0.93137,0.32716,0.26915,0.96218,9.92e-05,9.92e-05,9.92e-05
98,128.236,0.22614,0.30716,0.77427,0.99727,1,0.995,0.94034,0.32621,0.27457,0.96163,7.94e-05,7.94e-05,7.94e-05
99,129.441,0.24333,0.30721,0.75564,0.99725,1,0.995,0.93995,0.32374,0.26973,0.9613,5.96e-05,5.96e-05,5.96e-05
100,130.708,0.23438,0.30417,0.75786,0.99726,1,0.995,0.9394,0.32168,0.26966,0.96095,3.98e-05,3.98e-05,3.98e-05
