epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,91.1918,0.79399,0.55388,0.98846,0.99808,1,0.995,0.77795,0.81727,0.43581,0.82794,0.001109,0.001109,0.001109
47,93.028,0.90139,0.55279,1.02703,0.99809,1,0.995,0.80447,0.83453,0.42992,0.82443,0.0010892,0.0010892,0.0010892
48,94.8828,0.94242,0.55065,1.01567,0.99806,1,0.995,0.80214,0.71459,0.36965,0.78031,0.0010694,0.0010694,0.0010694
49,96.755,0.88166,0.51985,1.0146,0.99812,1,0.995,0.79873,0.68299,0.37135,0.78192,0.0010496,0.0010496,0.0010496
50,98.5854,0.88615,0.52033,1.01211,0.99808,1,0.995,0.77268,0.7888,0.35417,0.81799,0.0010298,0.0010298,0.0010298
51,100.422,0.86198,0.53289,1.01417,0.99805,1,0.995,0.84073,0.736,0.35049,0.80047,0.00101,0.00101,0.00101
52,102.624,0.82969,0.49163,1.0018,0.99819,1,0.995,0.80285,0.7051,0.37025,0.77578,0.0009902,0.0009902,0.0009902
53,104.523,0.78285,0.50335,0.98832,0.99825,1,0.995,0.84695,0.7419,0.37256,0.79664,0.0009704,0.0009704,0.0009704
54,106.426,0.80456,0.49942,1.00456,0.99826,1,0.995,0.81082,0.71878,0.3515,0.77488,0.0009506,0.0009506,0.0009506
55,108.381,0.84075,0.47587,1.0073,0.99823,1,0.995,0.81104,0.76314,0.36913,0.78607,0.0009308,0.0009308,0.0009308
56,110.218,0.81192,0.49716,0.99303,0.99817,1,0.995,0.83922,0.69073,0.29865,0.761,0.000911,0.000911,0.000911
57,112.063,0.76575,0.46545,0.99353,0.99812,1,0.995,0.8583,0.64387,0.29316,0.74936,0.0008912,0.0008912,0.0008912
58,113.95,0.85556,0.49072,1.00629,0.99799,1,0.995,0.8007,0.76946,0.34311,0.78,0.0008714,0.0008714,0.0008714
59,115.805,0.78836,0.47751,0.96544,0.99802,1,0.995,0.84953,0.65545,0.33577,0.76008,0.0008516,0.0008516,0.0008516
60,118.044,0.83578,0.48392,1.01366,0.99808,1,0.995,0.84382,0.70371,0.34746,0.76771,0.0008318,0.0008318,0.0008318
61,119.919,0.74523,0.43453,0.98129,0.99814,1,0.995,0.85434,0.63481,0.29546,0.74723,0.000812,0.000812,0.000812
62,121.794,0.77616,0.47426,0.98175,0.99813,1,0.995,0.87811,0.58894,0.30933,0.73286,0.0007922,0.0007922,0.0007922
63,123.699,0.77904,0.44293,0.97712,0.99813,1,0.995,0.87268,0.61125,0.30937,0.73175,0.0007724,0.0007724,0.0007724
64,125.595,0.75677,0.42838,0.96183,0.99812,1,0.995,0.8424,0.64946,0.30879,0.74305,0.0007526,0.0007526,0.0007526
65,127.445,0.76378,0.43672,0.98763,0.99813,1,0.995,0.86025,0.62297,0.28592,0.72603,0.0007328,0.0007328,0.0007328
66,129.292,0.74225,0.42964,0.9727,0.99811,1,0.995,0.85393,0.65556,0.31037,0.72769,0.000713,0.000713,0.000713
67,131.138,0.72279,0.41256,0.96704,0.99811,1,0.995,0.88829,0.57742,0.28569,0.71081,0.0006932,0.0006932,0.0006932
68,133.498,0.75071,0.43704,0.96966,0.99812,1,0.995,0.88185,0.53712,0.25711,0.70616,0.0006734,0.0006734,0.0006734
69,135.347,0.7895,0.44783,0.99189,0.99816,1,0.995,0.87098,0.55731,0.2737,0.71482,0.0006536,0.0006536,0.0006536
70,137.077,0.78942,0.44428,0.99688,0.99814,1,0.995,0.861,0.59809,0.29196,0.72402,0.0006338,0.0006338,0.0006338
71,138.848,0.77083,0.43553,0.95471,0.99811,1,0.995,0.86003,0.55405,0.2566,0.71406,0.000614,0.000614,0.000614
72,140.563,0.72898,0.42599,0.99059,0.99808,1,0.995,0.80651,0.78027,0.36223,0.78769,0.0005942,0.0005942,0.0005942
73,142.266,0.75856,0.42958,0.94991,0.99808,1,0.995,0.7391,0.96842,0.44805,0.89746,0.0005744,0.0005744,0.0005744
74,143.983,0.75359,0.43627,0.96321,0.99804,1,0.995,0.83624,0.6613,0.33355,0.76594,0.0005546,0.0005546,0.0005546
75,145.704,0.77071,0.44185,0.99409,0.99806,1,0.995,0.81297,0.70627,0.32096,0.80431,0.0005348,0.0005348,0.0005348
76,147.717,0.7331,0.42847,0.9637,0.99807,1,0.995,0.84185,0.71581,0.32505,0.81818,0.000515,0.000515,0.000515
77,149.477,0.75505,0.44344,0.98765,0.99806,1,0.995,0.89553,0.55005,0.28677,0.72458,0.0004952,0.0004952,0.0004952
78,151.167,0.70335,0.40778,0.97825,0.99805,1,0.995,0.89349,0.50651,0.25776,0.70255,0.0004754,0.0004754,0.0004754
79,152.958,0.6944,0.41831,0.95627,0.99808,1,0.995,0.84925,0.59843,0.2852,0.7424,0.0004556,0.0004556,0.0004556
80,154.659,0.69265,0.42214,0.95085,0.99804,1,0.995,0.87176,0.5741,0.27956,0.72446,0.0004358,0.0004358,0.0004358
81,156.342,0.71508,0.40939,0.96026,0.99809,1,0.995,0.87442,0.55964,0.26112,0.70869,0.000416,0.000416,0.000416
82,158.025,0.67455,0.40453,0.93002,0.99811,1,0.995,0.88403,0.56163,0.27491,0.71534,0.0003962,0.0003962,0.0003962
83,159.701,0.71741,0.40183,0.94984,0.99809,1,0.995,0.86428,0.56314,0.29353,0.73516,0.0003764,0.0003764,0.0003764
84,161.558,0.67319,0.40602,0.92784,0.99805,1,0.995,0.84401,0.57641,0.31528,0.74684,0.0003566,0.0003566,0.0003566
85,163.654,0.71003,0.42347,0.96358,0.99806,1,0.995,0.8201,0.61526,0.32519,0.76287,0.0003368,0.0003368,0.0003368
86,165.335,0.67481,0.43026,0.92846,0.99807,1,0.995,0.87603,0.53298,0.27791,0.73356,0.000317,0.000317,0.000317
87,167.01,0.66857,0.40729,0.94756,0.99807,1,0.995,0.87637,0.53356,0.26702,0.73587,0.0002972,0.0002972,0.0002972
88,168.71,0.65759,0.41385,0.947,0.99804,1,0.995,0.8726,0.53332,0.26803,0.7344,0.0002774,0.0002774,0.0002774
89,170.425,0.69253,0.41676,0.95113,0.99804,1,0.995,0.8795,0.51612,0.26509,0.7263,0.0002576,0.0002576,0.0002576
90,172.204,0.65857,0.411,0.94006,0.99799,1,0.995,0.86802,0.49629,0.27668,0.70685,0.0002378,0.0002378,0.0002378
91,190.762,0.61328,0.39769,0.89441,0.99803,1,0.995,0.8901,0.48443,0.27314,0.69396,0.000218,0.000218,0.000218
92,193.014,0.56088,0.3773,0.90883,0.99802,1,0.995,0.88676,0.48,0.27522,0.69362,0.0001982,0.0001982,0.0001982
93,194.751,0.56821,0.40149,0.88435,0.99798,1,0.995,0.88418,0.47403,0.27213,0.69445,0.0001784,0.0001784,0.0001784
94,196.48,0.59753,0.37776,0.88326,0.99795,1,0.995,0.89533,0.46832,0.27934,0.6962,0.0001586,0.0001586,0.0001586
95,198.218,0.56786,0.36879,0.88425,0.99789,1,0.995,0.88948,0.48548,0.28728,0.71696,0.0001388,0.0001388,0.0001388
96,199.918,0.61769,0.35907,0.91937,0.99795,1,0.995,0.8915,0.4847,0.28545,0.70932,0.000119,0.000119,0.000119
97,201.578,0.56892,0.35729,0.90552,0.99797,1,0.995,0.89111,0.48087,0.27021,0.70012,9.92e-05,9.92e-05,9.92e-05
98,203.215,0.56225,0.35416,0.89203,0.99801,1,0.995,0.8855,0.4873,0.26487,0.70053,7.94e-05,7.94e-05,7.94e-05
99,204.854,0.59422,0.38372,0.89444,0.99803,1,0.995,0.89113,0.4877,0.2631,0.70002,5.96e-05,5.96e-05,5.96e-05
100,206.501,0.58934,0.36658,0.8756,0.99803,1,0.995,0.88743,0.48969,0.26263,0.70003,3.98e-05,3.98e-05,3.98e-05
